resource_id,final_score,rank_position,spectral_centroid_med,spectral_centroid_iqr,spectral_bandwidth_iqr,f0,hnr_med,filenames,amp
773,-0.1846636194332972,160,1243.5466103253525,1377.3011057779245,1090.8875109186588,91.43616857570666,21.421034,Pop7_70bpm 9-Plugin_GTR Amp.wav,Plugin_GTR Amp
684,-0.18631304497233359,161,796.4683809773544,629.9255793362173,655.4313479838996,82.88426748110167,19.305964,E1-Major 11-VOXac30 custom.wav,VOXac30 custom
704,-0.19597179437668608,162,988.9437509759092,358.78218406197607,173.46398637711764,147.682975305829,30.662472,FS_Lick4 10-Roland Jazz Chorus.wav,Roland Jazz Chorus
635,-0.1975415383951359,163,702.7164128125227,263.8815275778155,499.694369433897,206.4563592676515,46.209213,AR_Harmonic 11-VOXac30 custom.wav,VOXac30 custom
741,-0.20007575708962005,164,1288.6387248333913,481.4972213191375,271.47952418250384,175.62564499846297,29.105907,LP_Lick4 5-Fender deluxe reverb.wav,Fender deluxe reverb
701,-0.21093945155845473,165,915.2256104166092,403.82768650196977,190.7659690173416,175.62564499846297,38.862186,FS_Lick4 7-Marshall JCM800.wav,Marshall JCM800
767,-0.22422057344269536,166,1001.9554368781452,284.787759996919,279.3273082761243,73.4161919793519,11.368226,Pop6_90bpm 10-Roland Jazz Chorus.wav,Roland Jazz Chorus
633,-0.22500482953249434,167,651.3839568837033,241.35560430624255,479.647748805643,206.4563592676515,50.804676,AR_Harmonic 9-Plugin_GTR Amp.wav,Plugin_GTR Amp
699,-0.23200437104241553,168,1144.286535508327,452.20177513819215,150.3107623489833,176.1343395042029,37.185715,FS_Lick4 5-Fender deluxe reverb.wav,Fender deluxe reverb
745,-0.23246631615069405,169,1205.9407408027118,475.484541867233,402.5004106096392,175.62564499846297,30.277987,LP_Lick4 9-Plugin_GTR Amp.wav,Plugin_GTR Amp
788,-0.2528811413406609,170,890.5038823265022,437.5173942295498,591.696476978761,78.23233100085048,16.31023,Rock4_125bpm 10-Roland Jazz Chorus.wav,Roland Jazz Chorus
718,-0.26595276121566214,171,1079.3513632678275,395.7290795023075,162.4171558976127,220.0,24.101234,FS_Lick11_KN 10-Roland Jazz Chorus.wav,Roland Jazz Chorus
640,-0.26634560478660463,172,1259.125177964837,286.3447925363066,248.2605043090034,221.27444703492776,34.747845,AR_Lick6 9-Plugin_GTR Amp.wav,Plugin_GTR Amp
769,-0.2702941797704478,173,1176.094049701702,1265.600388202119,956.724606482946,82.40688922821748,20.523037,Pop7_70bpm 5-Fender deluxe reverb.wav,Fender deluxe reverb
631,-0.29750981554416694,174,633.42151227713,167.35360786549336,494.8145241793155,206.4563592676515,48.37477,AR_Harmonic 7-Marshall JCM800.wav,Marshall JCM800
638,-0.3055049985749449,175,1315.1132789199562,274.70424558350555,223.8579383503736,221.27444703492776,32.410187,AR_Lick6 7-Marshall JCM800.wav,Marshall JCM800
